date,close,volume,coffeePrice
1998-07-16,3.4456,13227200,1.068
1998-07-17,3.5394,14868800,1.068
1998-07-20,3.5081,4715200,1.0825
1998-07-21,3.5238,10072000,1.0825
1998-07-22,3.4769,15353600,1.148
1998-07-23,3.4613,8838400,1.1395
1998-07-24,2.9925,155107200,1.117
1998-07-27,2.8906,53296000,1.121
1998-07-28,2.8906,20704000,1.1555
1998-07-29,2.9413,17865600,1.184
1998-07-30,2.9688,18830400,1.2345
1998-07-31,2.6175,91348800,1.292
1998-08-03,2.5275,52492800,1.309
1998-08-04,2.5838,64601600,1.29
1998-08-05,2.4531,33582400,1.305
1998-08-06,2.555,28995200,1.32
1998-08-07,2.6388,21974400,1.352
1998-08-10,2.6563,13099200,1.342
1998-08-11,2.5431,16052800,1.2445
1998-08-12,2.615,16163200,1.1905
1998-08-13,2.6213,8216000,1.1685
1998-08-14,2.4063,32574400,1.116
1998-08-17,2.4925,27968000,1.1095
1998-08-18,2.6525,26905600,1.163
1998-08-19,2.6719,33883200,1.1785
1998-08-20,2.6094,14272000,1.1395
1998-08-21,2.4769,35913600,1.154
1998-08-24,2.41,20720000,1.175
1998-08-25,2.2813,43569600,1.238
1998-08-26,2.1756,37025600,1.1932
1998-08-27,2.1369,43972800,1.1898
1998-08-28,2.0431,51148800,1.2034
1998-08-31,1.9725,28988800,1.1728
1998-09-01,2.035,45396800,1.136
1998-09-02,2.055,29169600,1.133
1998-09-03,1.9456,19419200,1.1225
1998-09-04,1.9494,20251200,1.1285
1998-09-08,2.0781,27092800,1.1565
1998-09-09,2.055,23091200,1.13
1998-09-10,1.9806,13393600,1.09
1998-09-11,2.0038,10697600,1.0415
1998-09-14,1.9963,14236800,1.017
1998-09-15,1.9963,8064000,1.046
1998-09-16,1.9569,19673600,1.049
1998-09-17,1.8244,27465600,1.0185
1998-09-18,1.8788,44683200,1.011
1998-09-21,1.8631,15926400,1.0195
1998-09-22,1.9025,42080000,1.0285
1998-09-23,2.0588,54110400,1.0305
1998-09-24,2.2269,67012800,1.04
1998-09-25,2.2381,27630400,1.0465
1998-09-28,2.5625,87072000,1.0835
1998-09-29,2.3631,56521600,1.057
1998-09-30,2.2619,32196800,1.0515
1998-10-01,2.0663,41870400,1.027
1998-10-02,2.2813,65883200,1.0345
1998-10-05,2.2813,33612800,1.038
1998-10-06,2.3088,34451200,1.055
1998-10-07,2.2113,28198400,1.0735
1998-10-08,2.1331,44153600,1.1145
1998-10-09,2.1875,18144000,1.085
1998-10-12,2.2581,16324800,1.034
1998-10-13,2.18,14430400,1.0415
1998-10-14,2.1406,18510400,1.047
1998-10-15,2.2775,33270400,1.0685
1998-10-16,2.375,41048000,1.045
1998-10-19,2.3244,21284800,1.0675
1998-10-20,2.3363,20052800,1.0395
1998-10-21,2.3281,12297600,1.0535
1998-10-22,2.4063,15694400,1.0675
1998-10-23,2.3281,16891200,1.0685
1998-10-26,2.4144,10270400,1.103
1998-10-27,2.4256,13755200,1.0535
1998-10-28,2.4688,13748800,1.064
1998-10-29,2.465,9852800,1.074
1998-10-30,2.7113,75950400,1.1
1998-11-02,2.9256,30227200,1.197
1998-11-03,2.8319,43256000,1.2895
1998-11-04,2.9256,29601600,1.2465
1998-11-05,3.0506,26436800,1.2435
1998-11-06,3.0588,16764800,1.2295
1998-11-09,2.8988,29446400,1.1965
1998-11-10,2.9219,17380800,1.1685
1998-11-11,2.8319,12296000,1.156
1998-11-12,2.8163,12038400,1.1335
1998-11-13,2.6838,43249600,1.1255
1998-11-16,2.715,21246400,1.14
1998-11-17,2.7738,15814400,1.1235
1998-11-18,2.6406,54043200,1.106
1998-11-19,2.7463,23196800,1.1095
1998-11-20,2.7425,13568000,1.105
1998-11-23,2.875,23636800,1.0812
1998-11-24,2.9219,22196800,1.0958
1998-11-25,2.8906,8180800,1.115
1998-11-30,2.8831,13601600,1.1054
1998-12-01,3.1288,43329600,1.0885
1998-12-02,3.0588,16163200,1.103
1998-12-03,3.0506,10724800,1.125
1998-12-04,3.0588,7755200,1.109
1998-12-07,3.1131,7086400,1.12
1998-12-08,3.1094,13790400,1.1185
1998-12-09,3.1875,15718400,1.1205
1998-12-10,3.0119,14448000,1.16
1998-12-11,3.1369,22536000,1.1515
1998-12-14,3.0938,15017600,1.1785
1998-12-15,3.1994,12180800,1.212
1998-12-16,3.125,15052800,1.2015
1998-12-17,3.2031,15043200,1.1865
1998-12-18,3.3363,29755200,1.183
1998-12-21,3.2969,29259200,1.1545
1998-12-22,3.1838,12014400,1.1605
1998-12-23,3.2031,16035200,1.1775
1998-12-24,3.2738,6456000,1.141
1998-12-28,3.2069,9188800,1.151
1998-12-29,3.2969,10100800,1.168
1998-12-30,3.4144,17478400,1.1715
1998-12-31,3.5081,14211200,1.1775
1999-01-04,3.3675,23494400,1.226
1999-01-05,3.25,96963200,1.19
1999-01-06,3.2225,35070400,1.175
1999-01-07,3.2344,26440000,1.1865
1999-01-08,3.305,20854400,1.1965
1999-01-11,3.3125,15356800,1.1995
1999-01-12,3.3244,18153600,1.1715
1999-01-13,3.295,16988800,1.203
1999-01-14,3.2969,15555200,1.183
1999-01-15,3.2813,22312000,1.1555
1999-01-19,3.375,7688000,1.0655
1999-01-20,3.4181,16760000,1.0655
1999-01-21,3.2969,27803200,1.06
1999-01-22,3.1288,28356800,1.055
1999-01-25,3.1288,17524800,1.058
1999-01-26,3.18,21974400,1.0685
1999-01-27,3.055,15136000,1.038
1999-01-28,3.0588,16852800,1.034
1999-01-29,3.2538,34308800,1.039
1999-02-01,3.2031,12076800,1.0555
1999-02-02,3.1369,12636800,1.0645
1999-02-03,3.2463,8438400,1.055
1999-02-04,3.1838,11729600,1.039
1999-02-05,3.1175,19564800,1.044
1999-02-08,3.1288,8083200,1.04
1999-02-09,3.0506,16376000,1.03
1999-02-10,3.0,40486400,1.035
1999-02-11,3.1094,29926400,1.0675
1999-02-12,3.0019,18110400,1.059
1999-02-16,3.0,13145600,1.0095
1999-02-17,2.91,17776000,1.0255
1999-02-18,2.9338,14284800,1.0335
1999-02-19,3.0238,15006400,1.0325
1999-02-22,3.1175,15028800,1.028
1999-02-23,3.2738,30713600,1.061
1999-02-24,3.25,18193600,1.0624
1999-02-25,3.2069,9166400,1.0359
1999-02-26,3.305,14676800,1.0286
1999-03-01,3.3675,15041600,1.0315
1999-03-02,3.4219,19166400,1.038
1999-03-03,3.4144,19091200,1.0065
1999-03-04,3.535,23411200,1.034
1999-03-05,3.6719,26649600,1.07
1999-03-08,3.805,26894400,1.041
1999-03-09,3.7381,24675200,1.0615
1999-03-10,3.8363,12192000,1.0615
1999-03-11,3.8281,25968000,1.0635
1999-03-12,3.7538,12118400,1.0495
1999-03-15,3.7931,12128000,1.033
1999-03-16,3.7969,11544000,1.052
1999-03-17,3.7894,10096000,1.072
1999-03-18,3.785,18270400,1.0265
1999-03-19,3.5038,28771200,1.021
1999-03-22,3.7113,12262000,1.007
1999-03-23,3.5788,18824000,1.0095
1999-03-24,3.6325,15429600,1.019
1999-03-25,3.6413,10064000,1.042
1999-03-26,3.5475,6832000,1.092
1999-03-29,3.6725,8909600,1.128
1999-03-30,3.5313,9441600,1.121
1999-03-31,3.5075,18714400,1.097
1999-04-01,3.7038,7161600,1.1005
1999-04-05,3.8513,16403200,1.073
1999-04-06,3.8438,29261600,1.064
1999-04-07,3.875,8476800,1.026
1999-04-08,3.985,8056000,0.977
1999-04-09,4.0475,7380800,0.9895
1999-04-12,4.055,6402400,0.975
1999-04-13,4.0,10123200,0.9755
1999-04-14,3.9375,10735200,0.989
1999-04-15,4.07,14785600,0.9845
1999-04-16,3.9925,7113600,0.995
1999-04-19,3.695,12666400,1.021
1999-04-20,3.8513,7928800,1.0
1999-04-21,3.8988,11359200,0.994
1999-04-22,4.0938,16088800,0.9695
1999-04-23,4.0,17809600,0.975
1999-04-26,4.2888,26715200,0.9925
1999-04-27,4.875,27495200,1.0031
1999-04-28,4.555,26146400,1.0052
1999-04-29,4.4925,11984000,1.0412
1999-04-30,4.6175,10103200,1.0396
1999-05-03,4.6875,7812000,1.027
1999-05-04,4.5475,11261600,1.018
1999-05-05,4.6875,10820800,1.036
1999-05-06,4.4063,9362400,1.0315
1999-05-07,4.3288,10745600,1.0285
1999-05-10,4.6325,11226400,1.0535
1999-05-11,4.8363,26283200,1.074
1999-05-12,4.9688,39282400,1.061
1999-05-13,4.8363,10488800,1.0365
1999-05-14,4.82,8193600,1.074
1999-05-17,4.9375,10332000,1.094
1999-05-18,4.5863,19064000,1.169
1999-05-19,4.6325,11213600,1.23
1999-05-20,4.5313,8612800,1.2
1999-05-21,4.57,8586400,1.191
1999-05-24,4.3125,13877600,1.194
1999-05-25,4.2263,14268800,1.1935
1999-05-26,4.555,11893600,1.249
1999-05-27,4.4613,10431200,1.2305
1999-05-28,4.61,13229600,1.216
1999-06-01,4.3913,8648000,1.2085
1999-06-02,4.7188,9433600,1.215
1999-06-03,4.4925,16194400,1.2305
1999-06-04,4.5,9064800,1.2
1999-06-07,4.52,6792800,1.12
1999-06-08,4.4138,13900800,1.057
1999-06-09,4.3513,17744000,1.064
1999-06-10,4.43,15331200,1.0555
1999-06-11,4.375,9403200,1.058
1999-06-14,4.3913,7445600,1.043
1999-06-15,4.5863,11410400,1.0395
1999-06-16,4.6725,14435200,1.053
1999-06-17,4.6413,16051200,1.0535
1999-06-18,4.6175,11896000,1.059
1999-06-21,4.8125,10937600,1.035
1999-06-22,4.5163,8696000,1.0555
1999-06-23,4.7263,13156800,1.053
1999-06-24,4.5938,13847200,1.0325
1999-06-25,4.4375,14160000,1.0118
1999-06-28,4.2663,28239200,1.0039
1999-06-29,4.5388,19162400,1.0157
1999-06-30,4.695,21953600,1.014
1999-07-01,3.3675,585508800,1.0045
1999-07-02,3.445,139668800,0.98
1999-07-06,3.32,55061600,0.92
1999-07-07,3.125,83711200,0.941
1999-07-08,3.0788,43104000,0.9645
1999-07-09,3.1325,32493600,0.973
1999-07-12,3.1413,20899200,0.927
1999-07-13,3.2038,20240800,0.937
1999-07-14,3.3125,22616800,0.959
1999-07-15,3.23,23366400,0.9415
1999-07-16,3.1725,19428800,0.9295
1999-07-19,3.125,25786400,0.949
1999-07-20,3.11,17020800,0.9525
1999-07-21,3.1563,20839200,0.951
1999-07-22,2.9925,29379200,0.981
1999-07-23,3.235,39912000,0.948
1999-07-26,3.1013,17649600,0.9605
1999-07-27,3.1175,19068000,0.976
1999-07-28,3.07,9980000,0.961
1999-07-29,3.0,12874400,0.951
1999-07-30,2.9063,23625600,0.911
1999-08-02,2.8675,17553600,0.9375
1999-08-03,2.8288,13664000,0.935
1999-08-04,2.735,17761600,0.9375
1999-08-05,2.7575,16357600,0.9415
1999-08-06,2.6413,25339200,0.929
1999-08-09,2.6013,16416000,0.9425
1999-08-10,2.5075,29923200,0.9375
1999-08-11,2.695,36143200,0.967
1999-08-12,2.57,25706400,0.9375
1999-08-13,2.5863,25072000,0.986
1999-08-16,2.61,14850400,0.8975
1999-08-17,2.555,31247200,0.9035
1999-08-18,2.5788,22511200,0.9
1999-08-19,2.5863,11396000,0.888
1999-08-20,2.555,12162400,0.8835
1999-08-23,2.6875,17406400,0.8965
1999-08-24,2.7188,34607200,0.888
1999-08-25,2.695,19861600,0.8935
1999-08-26,2.7188,12321600,0.8875
1999-08-27,2.9688,52357600,0.8942
1999-08-30,2.7663,15308800,0.8711
1999-08-31,2.86,16379200,0.8913
1999-09-01,2.8825,12229600,0.9425
1999-09-02,2.7813,10054400,0.941
1999-09-03,2.9063,13291200,0.923
1999-09-07,2.875,10167200,0.9045
1999-09-08,2.7813,8445600,0.908
1999-09-09,2.75,15986400,0.872
1999-09-10,2.735,14844800,0.8535
1999-09-13,2.75,8329600,0.858
1999-09-14,2.8363,9141600,0.863
1999-09-15,2.73,12156000,0.845
1999-09-16,2.6725,9458400,0.843
1999-09-17,2.75,17914400,0.8405
1999-09-20,2.6325,20396000,0.8335
1999-09-21,2.5625,19104800,0.8265
1999-09-22,2.625,29932000,0.818
1999-09-23,2.875,54956800,0.832
1999-09-24,2.985,27675200,0.8405
1999-09-27,2.9225,15695200,0.844
1999-09-28,3.25,61310400,0.8495
1999-09-29,3.1175,31266400,0.867
1999-09-30,3.0975,12521600,0.8245
1999-10-01,2.9963,19604000,0.8135
1999-10-04,2.9063,21992000,0.8285
1999-10-05,2.82,19192800,0.8505
1999-10-06,3.0,31149600,0.855
1999-10-07,2.945,22508000,0.853
1999-10-08,3.0163,24288000,0.851
1999-10-11,2.98,8793600,0.9095
1999-10-12,2.9138,11710400,0.9655
1999-10-13,2.8238,14382400,1.1935
1999-10-14,2.8288,13168000,1.071
1999-10-15,2.75,14258400,1.084
1999-10-18,2.695,12656800,0.956
1999-10-19,2.7188,12396000,0.9765
1999-10-20,2.82,19017600,0.954
1999-10-21,2.9375,19180000,0.906
1999-10-22,2.9225,20408800,0.929
1999-10-25,2.9763,15472800,0.9975
1999-10-26,3.055,20453600,0.953
1999-10-27,3.11,26791200,0.9565
1999-10-28,3.25,30860000,0.967
1999-10-29,3.3988,50058400,1.002
1999-11-01,3.3825,27204000,1.1035
1999-11-02,3.3825,20843200,1.0385
1999-11-03,3.3288,22158400,1.0515
1999-11-04,3.32,22279200,1.0595
1999-11-05,3.5938,45765600,1.0495
1999-11-08,3.6175,22944800,1.109
1999-11-09,3.6325,17508000,1.134
1999-11-10,3.5388,10224800,1.12
1999-11-11,3.5388,11172000,1.1655
1999-11-12,3.5313,15735200,1.225
1999-11-15,3.5238,13021600,1.288
1999-11-16,3.5475,18130400,1.255
1999-11-17,3.61,14755200,1.2505
1999-11-18,3.7663,33760000,1.1195
1999-11-19,3.5475,32416000,1.1
1999-11-22,3.4688,12561600,1.103
1999-11-23,3.375,25327200,1.0809
1999-11-24,3.4375,15751200,1.0839
1999-11-29,3.3363,15639200,1.168
1999-11-30,3.32,12448000,1.3375
1999-12-01,3.32,11034400,1.3085
1999-12-02,3.4613,20796000,1.3595
1999-12-03,3.4763,22692000,1.4405
1999-12-06,3.3675,13568800,1.3455
1999-12-07,3.3825,11990400,1.336
1999-12-08,3.2263,17665600,1.291
1999-12-09,3.0075,32988800,1.2225
1999-12-10,3.1638,21704800,1.27
1999-12-13,3.1638,15261600,1.2435
1999-12-14,3.0938,18475200,1.225
1999-12-15,3.1563,9096800,1.2835
1999-12-16,3.1563,15336800,1.3085
1999-12-17,3.2663,25403200,1.324
1999-12-20,3.25,10308000,1.353
1999-12-21,3.2113,18798400,1.207
1999-12-22,3.1875,15609600,1.1765
1999-12-23,3.1563,9007200,1.2125
1999-12-27,3.11,10276800,1.2215
1999-12-28,3.1488,10728000,1.19
1999-12-29,3.0863,9412800,1.2
1999-12-30,3.0163,12054400,1.259
2000-01-03,3.0825,24232000,1.165
2000-01-04,2.985,21564800,1.1625
2000-01-05,2.9925,28206400,1.186
2000-01-06,3.1325,30825600,1.1685
2000-01-07,3.1175,26044800,1.1415
2000-01-10,3.25,29031200,1.1755
2000-01-11,3.1563,19623200,1.178
2000-01-12,3.1638,17745600,1.1895
2000-01-13,3.3913,21556000,1.1855
2000-01-14,3.305,22196800,1.1255
2000-01-18,3.2575,10513600,1.1575
2000-01-19,3.1875,15800800,1.167
2000-01-20,3.1325,18167200,1.12
2000-01-21,3.1213,11176000,1.112
2000-01-24,3.07,31140000,1.119
2000-01-25,3.25,47650400,1.1285
2000-01-26,3.625,75863200,1.1515
2000-01-27,3.61,37517600,1.146
2000-01-28,3.7263,60170400,1.147
2000-01-31,4.0,51054400,1.111
2000-02-01,4.0388,30592000,1.1165
2000-02-02,3.9688,20413600,1.1225
2000-02-03,3.93,20513600,1.1295
2000-02-04,4.2975,51308800,1.129
2000-02-07,4.2813,19449600,1.117
2000-02-08,4.375,21536000,1.0855
2000-02-09,4.3125,17676000,1.077
2000-02-10,4.0,24207200,1.0875
2000-02-11,4.11,19193600,1.088
2000-02-14,4.2425,20843200,1.05
2000-02-15,4.3288,16425600,1.058
2000-02-16,4.2738,16617600,1.0495
2000-02-17,4.3288,11840800,1.0535
2000-02-18,4.1413,17745600,1.043
2000-02-22,4.1488,13170400,1.032
2000-02-23,4.36,18372800,1.036
2000-02-24,4.3825,24721600,1.0203
2000-02-25,4.2188,9384000,0.9902
2000-02-28,4.2575,13456000,1.0192
2000-02-29,4.3913,13168000,1.003
2000-03-01,4.3438,10548000,1.019
2000-03-02,4.1563,13367200,1.0585
2000-03-03,4.6488,28210400,1.054
2000-03-06,4.485,11278400,1.068
2000-03-07,4.2663,12872000,1.0875
2000-03-08,4.235,15707200,1.08
2000-03-09,4.5163,13624800,1.077
2000-03-10,4.4538,9488000,1.0645
2000-03-13,4.3438,14124800,1.064
2000-03-14,4.18,9474400,1.0275
2000-03-15,4.3988,14703200,1.0315
2000-03-16,4.7975,35879200,1.0665
2000-03-17,4.6325,19867200,1.0635
2000-03-20,4.3988,10842400,1.0325
2000-03-21,4.875,21850400,1.042
2000-03-22,4.8913,24861600,1.058
2000-03-23,4.9225,18564800,1.021
2000-03-24,4.8275,13520000,1.0315
2000-03-27,4.8913,17021600,1.0315
2000-03-28,4.7425,9432000,1.045
2000-03-29,4.9613,12658400,1.039
2000-03-30,4.9688,25609600,1.035
2000-03-31,5.6013,36625600,1.037
2000-04-03,5.18,35332000,1.021
2000-04-04,5.43,39746400,1.001
2000-04-05,4.945,25903200,1.018
2000-04-06,4.695,19013600,1.0085
2000-04-07,5.0075,18377600,0.996
2000-04-10,4.5788,13938400,0.9665
2000-04-11,4.7425,10528000,0.9655
2000-04-12,4.7038,11848800,0.942
2000-04-13,4.9788,27032000,0.947
2000-04-14,4.3988,20801600,0.9265
2000-04-17,4.5163,19577600,0.928
2000-04-18,4.68,12808800,0.9405
2000-04-19,4.6563,16598400,0.957
2000-04-20,4.68,8062400,0.9775
2000-04-24,4.9925,15964000,0.9425
2000-04-25,4.7738,29955200,0.9618
2000-04-26,4.6413,18652000,0.9585
2000-04-27,4.6325,22625600,0.9641
2000-04-28,3.7788,131648000,0.9746
2000-05-01,3.8675,59110400,1.0355
2000-05-02,3.9925,32888000,1.025
2000-05-03,3.9763,19873600,0.972
2000-05-04,4.18,24694400,0.9995
2000-05-05,4.2113,17266400,0.997
2000-05-08,4.125,13504800,1.0015
2000-05-09,4.1725,12227200,1.0045
2000-05-10,4.07,10658400,1.001
2000-05-11,4.1563,10589600,0.987
2000-05-12,4.07,6435200,0.945
2000-05-15,4.0625,32682400,0.9375
2000-05-16,4.1563,18169600,0.9465
2000-05-17,4.055,12980000,0.937
2000-05-18,3.8363,7735200,0.941
2000-05-19,3.7663,10980000,0.9795
2000-05-22,3.735,15147200,1.033
2000-05-23,3.5388,11849600,1.037
2000-05-24,3.875,20748000,1.0185
2000-05-25,3.735,10899200,0.9925
2000-05-26,3.6413,7568000,0.992
2000-05-30,4.1325,15240800,1.004
2000-05-31,4.1875,25138400,0.93
2000-06-01,4.3125,14414400,0.9445
2000-06-02,4.6013,18244800,0.9555
2000-06-05,4.4538,15199200,0.9335
2000-06-06,4.6875,80343200,0.8915
2000-06-07,4.32,295411200,0.9205
2000-06-08,4.4138,40236000,0.9255
2000-06-09,4.4688,12570400,0.9185
2000-06-12,4.235,16373600,0.9115
2000-06-13,4.4925,13188800,0.908
2000-06-14,4.3988,8879200,0.8985
2000-06-15,4.3363,7989600,0.8815
2000-06-16,4.36,9588800,0.8725
2000-06-19,4.3913,7847200,0.872
2000-06-20,4.4375,9499200,0.8725
2000-06-21,4.5238,11316800,0.8445
2000-06-22,4.4763,10972800,0.8615
2000-06-23,4.4138,8563200,0.8705
2000-06-26,4.5313,8988800,0.8715
2000-06-27,4.6875,21997600,0.8896
2000-06-28,4.7738,15008800,0.8863
2000-06-29,4.735,14005600,0.8793
2000-06-30,4.7738,19087200,0.8693
2000-07-05,4.7888,9477600,0.881
2000-07-06,4.7575,24504000,0.854
2000-07-07,5.2263,43858400,0.834
2000-07-10,4.9688,27056000,0.8635
2000-07-11,4.9925,10144000,0.929
2000-07-12,5.0388,11012800,0.925
2000-07-13,5.0,9336800,1.022
2000-07-14,5.0,7544000,0.9135
2000-07-17,4.9763,6392000,1.0105
2000-07-18,4.9688,12171200,1.1905
2000-07-19,4.9688,8169600,1.1175
2000-07-20,5.0,11516800,0.9775
2000-07-21,4.9925,14138400,0.9665
2000-07-24,4.965,11320000,0.863
2000-07-25,4.82,42159200,0.852
2000-07-26,4.7113,20628800,0.8695
2000-07-27,4.5163,29740800,0.861
2000-07-28,4.625,21852000,0.874
2000-07-31,4.6875,11788800,0.8645
2000-08-01,4.7425,9661600,0.863
2000-08-02,4.9063,11322400,0.8645
2000-08-03,5.0075,12997600,0.8585
2000-08-04,5.2113,19534400,0.856
2000-08-07,5.3513,24337600,0.854
2000-08-08,5.36,17934400,0.837
2000-08-09,5.375,16178400,0.795
2000-08-10,5.36,22708000,0.796
2000-08-11,5.3363,15380000,0.8065
2000-08-14,5.2425,12744000,0.788
2000-08-15,5.0938,10412800,0.786
2000-08-16,5.11,22195200,0.783
2000-08-17,4.7813,27787200,0.7855
2000-08-18,4.5788,31872000,0.784
2000-08-21,4.6563,12217600,0.775
2000-08-22,4.6875,11711200,0.771
2000-08-23,4.4763,41151200,0.746
2000-08-24,4.5163,12645600,0.778
2000-08-25,4.4688,10297600,0.7775
2000-08-28,4.5075,9989600,0.7619
2000-08-29,4.3913,15006400,0.7674
2000-08-30,4.5863,19828000,0.7729
2000-08-31,4.5788,9632000,0.7866
2000-09-01,4.7113,14924000,0.8035
2000-09-05,4.7038,7419200,0.785
2000-09-06,4.6175,12783200,0.803
2000-09-07,4.7038,6658400,0.827
2000-09-08,4.5313,6394400,0.823
2000-09-11,4.5475,8928000,0.8305
2000-09-12,4.6725,7355200,0.839
2000-09-13,4.8675,14172800,0.8475
2000-09-14,4.7425,12324000,0.821
2000-09-15,4.8438,19728800,0.8125
2000-09-18,4.69,8418400,0.824
2000-09-19,4.7038,9800000,0.8215
2000-09-20,4.735,10300000,0.7915
2000-09-21,4.8288,10904800,0.778
2000-09-22,4.8913,9906400,0.78
2000-09-25,4.9925,11791200,0.7905
2000-09-26,4.9375,8460800,0.8175
2000-09-27,4.985,12504800,0.7895
2000-09-28,5.1325,13140000,0.7985
2000-09-29,5.0075,10564000,0.83
2000-10-02,5.0475,13757600,0.7935
2000-10-03,4.9375,10519200,0.794
2000-10-04,5.0938,10004000,0.7935
2000-10-05,5.125,16740000,0.787
2000-10-06,5.0238,10987200,0.7945
2000-10-09,5.0625,8897600,0.7995
2000-10-10,5.07,9776000,0.8075
2000-10-11,5.0075,9331200,0.8315
2000-10-12,4.7888,14966400,0.813
2000-10-13,4.9063,12576800,0.8105
2000-10-16,5.07,11672000,0.8565
2000-10-17,4.9688,8452000,0.887
2000-10-18,5.0388,13180000,0.8825
2000-10-19,5.125,15779200,0.867
2000-10-20,5.0388,8728000,0.8415
2000-10-23,5.0,9466400,0.7845
2000-10-24,5.0475,8204800,0.7925
2000-10-25,5.0863,13367200,0.7805
2000-10-26,5.125,20257600,0.754
2000-10-27,4.9688,30675200,0.756
2000-10-30,5.2038,17304800,0.735
2000-10-31,5.5863,41275200,0.744
2000-11-01,5.57,33812000,0.739
2000-11-02,5.625,20412800,0.7425
2000-11-03,5.8513,40005600,0.736
2000-11-06,5.8438,22116800,0.747
2000-11-07,5.8825,19873600,0.746
2000-11-08,5.6013,14448800,0.753
2000-11-09,5.6013,13647200,0.74
2000-11-10,5.5625,11436000,0.7415
2000-11-13,5.5475,20224800,0.7145
2000-11-14,5.8825,19925600,0.714
2000-11-15,5.945,12563200,0.703
2000-11-16,5.7813,17789600,0.6885
2000-11-17,5.9925,33911200,0.6855
2000-11-20,6.235,51668000,0.7035
2000-11-21,5.93,31701600,0.6855
2000-11-22,6.0863,25408000,0.683
2000-11-27,5.6325,27276000,0.6895
2000-11-28,5.5663,20408000,0.7136
2000-11-29,5.685,23116800,0.7277
2000-11-30,5.695,22667200,0.708
2000-12-01,5.5313,18218400,0.7165
2000-12-04,5.61,22654400,0.718
2000-12-05,5.7813,18751200,0.709
2000-12-06,5.75,19652800,0.7065
2000-12-07,5.8513,13208000,0.7075
2000-12-08,5.86,14835200,0.68
2000-12-11,5.5075,25209600,0.6835
2000-12-12,5.6175,14096000,0.6825
2000-12-13,5.5075,11433600,0.68
2000-12-14,5.445,14220000,0.6555
2000-12-15,5.235,32459200,0.667
2000-12-18,5.445,16646400,0.659
2000-12-19,5.6413,19551200,0.6505
2000-12-20,5.5,21628800,0.6545
2000-12-21,5.6175,16499200,0.6655
2000-12-22,5.6563,14335200,0.654
2000-12-26,5.625,8388800,0.673
2000-12-27,5.5313,19945600,0.664
2000-12-28,5.5475,15307200,0.6735
2000-12-29,5.5313,11246400,0.6555
2001-01-02,5.2575,16438400,0.634
2001-01-03,5.4063,24014400,0.6345
2001-01-04,5.1413,24139200,0.6335
2001-01-05,5.2188,28048000,0.6435
2001-01-08,5.305,15412000,0.6385
2001-01-09,5.2188,8844800,0.638
2001-01-10,5.5,20512000,0.6335
2001-01-11,5.5388,12037600,0.636
2001-01-12,5.5938,16648000,0.65
2001-01-16,5.6013,11405600,0.674
2001-01-17,5.6013,11756000,0.702
2001-01-18,5.68,12414400,0.6675
2001-01-19,5.7888,15804800,0.683
2001-01-22,5.6563,11187200,0.7125
2001-01-23,5.7975,9845600,0.6985
2001-01-24,5.4225,24792800,0.7005
2001-01-25,5.3513,19751200,0.6785
2001-01-26,5.7038,22613600,0.671
2001-01-29,6.1563,46998400,0.654
2001-01-30,6.0938,18477600,0.642
2001-01-31,6.2425,31927200,0.6375
2001-02-01,6.1325,20617600,0.647
2001-02-02,5.985,23588000,0.632
2001-02-05,5.9925,16599200,0.627
2001-02-06,6.235,27388000,0.622
2001-02-07,6.235,14171200,0.6175
2001-02-08,6.0788,27500000,0.62
2001-02-09,6.0388,11520000,0.6265
2001-02-12,6.25,13576800,0.623
2001-02-13,6.0788,17178400,0.628
2001-02-14,5.985,18196800,0.628
2001-02-15,6.1563,11702400,0.615
2001-02-16,6.1175,8581600,0.598
2001-02-20,6.0388,14636000,0.6275
2001-02-21,5.985,19056000,0.6315
2001-02-22,5.9225,12880000,0.6285
2001-02-23,5.9613,18066400,0.6534
2001-02-26,5.9763,14198400,0.6456
2001-02-27,6.0313,16296000,0.6554
2001-02-28,5.9538,20444800,0.655
2001-03-01,5.945,19032000,0.648
2001-03-02,5.9375,45720800,0.6585
2001-03-05,5.8363,13332800,0.659
2001-03-06,5.8438,15170400,0.6725
2001-03-07,5.7738,16062400,0.679
2001-03-08,5.945,18649600,0.6665
2001-03-09,5.8913,10895200,0.6395
2001-03-12,5.6175,18232800,0.643
2001-03-13,5.5938,26437600,0.632
2001-03-14,5.4063,17613600,0.63
2001-03-15,5.4613,12659200,0.61
2001-03-16,5.4763,20744800,0.61
2001-03-19,5.5388,14292800,0.6155
2001-03-20,5.4063,18596800,0.617
2001-03-21,5.1175,25528000,0.6115
2001-03-22,5.0075,37176800,0.602
2001-03-23,5.11,23750400,0.601
2001-03-26,5.2038,23172000,0.6185
2001-03-27,5.0863,24633600,0.6105
2001-03-28,5.1488,19444000,0.6115
2001-03-29,5.2425,26839200,0.6175
2001-03-30,5.305,22817600,0.603
2001-04-02,5.375,16204000,0.595
2001-04-03,5.2188,19647200,0.587
2001-04-04,5.1175,26589600,0.5925
2001-04-05,5.1175,24699200,0.591
2001-04-06,4.6563,69001600,0.581
2001-04-09,4.8288,39734400,0.576
2001-04-10,5.0,25829600,0.5735
2001-04-11,5.0313,24724800,0.5735
2001-04-12,4.7475,40323200,0.576
2001-04-16,4.8213,17379200,0.5665
2001-04-17,4.8725,11406400,0.562
